lines,chars,aa
14,27,"        _...----.._        
     ,:':::::.     `>.     
   ,' |:::::;'     |:::.   
  /    `'::'       :::::\  
 /         _____     `::;\ 
:         /:::::\      `  :
| ,.     /::SSt::\        |
|;:::.   `::::::;'        |
::::::     `::;'      ,.  ;
 \:::'              ,::::/ 
  \                 \:::/  
   `.     ,:.        :;'   
     `-.::::::..  _.''     
        ```----'''
        "
16,18,"       ____       
       ( () )     
        \  /      
         ||       
         ||       
        [__]      
       /)  (\     
      (( () ))    
       \\__//     
        `..'      
         ||       
         ||    lf 
        //\\__    
     _ ((  `--'   
    (_) \)        
""""""""""""""""""""""""""""""""""
"
53,38,"        .--.-.\                       
       .='/_ .-'\                     
      /  /' - --.`\                   
     /  .-'__.\`\. |                  
    /  / //   |-. \\                  
    | /  / .-'   `\\\                 
    / | /|/        \\|                
   |  / |/   --.   |||                
   |  | |    <o \ -|/|                
  \|  | \        (o||                 
  /\_/  ||         |                  
 \ |    ||      _)/                   
 ./ --. |\   __-_/    __              
/ |\-'- /_`-'    \_.-'  \             
`\ \\ //          \      \            
\/ _\ \\-          `\__   \           
 `--'\\|             \ \   \          
 /                    \ \   \         
|                      `\\   \        
|                        \    \       
|                _        `\   \      
|               /\`.        `\  \     
`               | \ `.        \ |     
 |                 \  `.         \    
 |  |               \.  `-_       \   
 `  \                |--.__\      |   
  |               \_/     _-`-.__/_   
  |  \             \    -.      .()\  
  `   \             ._.'/ \ __ / `\ \ 
   \   \            | '/   /   \   | |
    \   \           |' \__/     \__/ |
     \   \          .               \/
      \             |  /   \    /   |/
       \  |         |_       ___    |/
        . |          \\     /   |   / 
        | |           \\ __<    |--'  
        |              \|   \  /   '  
        |   '          \     `|  .'   
        '               `-.___.-'     
        '               |             
       /                |  :F_P:      
      / |/              `             
     .  /                |            
     | '                 |            
     |                   |            
     | |                 |            
     |                   |            
     ` `                 |            
      .  \               |            
       \  \              |            
        \--\_            |            
         \  |            |            
          \ |            |
           "
17,31,"          -.--.                
          )  "" '-,             
          ',' 2  \_            
           \q \ .  \           
        _.--'  '----.__        
       /  ._      _.__ \__     
    _.'_.'  \_ .-._\_ '-, }    
   (,/ _.---;-(  . \ \   ~     
 ____ (  .___\_\  \/_/         
(      '-._ \   \ |            
 '._       ),> _) >            
    '-._ c='  Cooo  -._        
        '-._           '.      
            '-._         `\    
       snd      '-._       '.  
                    '-._     \ 
                        `~---'
"
8,28,"            ___             
          /`  _\            
          |  / 0|--.        
     -   / \_|0`/ /.`'._/)  
 - ~ -^_| /-_~ ^- ~_` - -~ _
 -  ~  -| |   - ~ -  ~  -   
jgs     \ \, ~   -   ~      
         \_|
               "
9,16,"     .-'~~'-.   
   .'        '. 
  /  .------.  \
  | / _    _ \ |
  |==(_)==(_)==|
  \/     \    \/
   :    ^^    ; 
jgs \  '=='  /  
     `-.__.-'
  "
18,24,"         .-""""-,         
        ;--.   \        
      _/oo==\===|       
     (_ ___, \  |       
       \\_/  / /        
        `--'\\`         
           /U/`--.      
          ///,____)     
         /// //  /      
        ''  // <`       
            \`\ \       
           _/_/__\_     
          \        |    
          ===   4  '--. 
            \         | 
 ~^~^~^~^~^~[_________| 
  ~^~^~^~^~^/////////// 
~^~^~^~^~^~^//////jgs//
"
22,28,"            ___             
          .'   '.           
         / .---. \          
         |=()_()=|          
         `(  _  )`          
          _)- -(_           
         /|`---`|\          
        / \_   _/ \         
       / /`\  _/`\ \        
     _//` /\   /\ `\\_      
     /|` |  \_/  | `|\      
         \   |   /          
          \_ | _/           
          / / \ \           
          |/   \|           
    .----/ \---/ \---.      
    |====`-'==='-`====|     
     \    _______    /      
      \--]=======[--/       
       '----._.----'        
__jgs______|   |__________  
~~^~-~^~-~^-~~^~-~^~~^~-~^~
"
26,19,"       .---.       
      / \__ \      
     |/`   `\|     
     (=()-()=)     
      |  _  |      
      '.___.'      
     .--' '--.     
   /`         `\   
  /  \_._|_._/  \  
 /  /|       |\  \ 
/ .' |  -:-  | '. \
\ \  |  -:-  |  / /
 \ \ |___.___| / / 
  \ \|       |/ /  
  | (|'-._.-'|) |  
  \_/|   |   |\_/  
     \   |   /     
      |  |  |      
      (_ | _)      
      |  |  |      
      |  |  |      
       \ | /       
 jgs_.-'-|-'-._    
 .-'    / \    '-. 
  )_   /   \   _(  
    './     \.'
   "
28,19,"          |\       
           \\      
      .-""""""-||     
     / _\__ ||     
     |/____`||     
     ((__,__)|     
      |  __.'/     
      '.(_).'      
     .--' '--.     
   /`         `\   
  /  \_._|_._/  \  
 /  /|       |\  \ 
/ .' |  -:-  | '. \
\ \  |  -:-  |  / /
 \ \ |___.___| / / 
  \ \|       |/ /  
  | (|'-._.-'|) |  
  \_/|   |   |\_/  
     \   |   /     
      |  |  |      
      (_ | _)      
      |  |  |      
      |  |  |      
       \ | /       
 jgs_.-'-|-'-._    
 .-'    / \    '-. 
  )_   /   \   _(  
    './     \.'
   "
8,15,"   ,odOO""bo,   
 ,dOOOP'dOOOb, 
,O3OP'dOO3OO33,
P"",ad33O333O3Ob
?833O338333P"",d
`88383838P,d38'
 `Y8888P,d88P' 
   `""?8,8P""'
  "
16,28,".-------------------------. 
|`.                       |A
|  `.       /\         *  |M
|    `.     ||            |C
|      `. Sssssss      *  |:
|        `|||             |9
|          ``ss.       *  |8
|  *           `b         | 
|        `s.__.s'         | 
|  *      *_||_*`.        | 
|           ||    `.      | 
|  *         |      `.    | 
|            *        `.  | 
|                       `.| 
`...                   ...' 
    ``````.......''''''
    "
16,29," .-------------------------. 
L|`.                       |A
e|  `.       /\         *  |M
s|    `.     ||            |C
t|      `. Sssssss      *  |:
e|        `|||             |9
r|          `` ss.      *  |8
 |  *           `b         | 
 |        `s.__.s'         | 
 |  *      *_||_*`.        | 
 |           ||    `.      | 
 |  *         |      `.    | 
 |            *        `.  | 
 |                       `.| 
 `...                   ...' 
     ``````.......''''''
    "
21,27,"          _.-""""""-._        
         /  _   _  \       
        /  (9) (9)  \      
       /_,         ,_\     
       | \         / |     
_      \  \._____./  /  __ 
\`\     \   \___/   / _|  \
 \ `\   /\         /\ \   /
  |  `\/ /`'-----'`\ \/  / 
  |_|\/ /           \   /  
  /    /|           |\_/   
  \___/ |           | \    
   \ .  |           |  \   
    \|  |           |  |   
     |  `.         .'  |   
     \    `-.___.-'    /   
     `\       |       /'   
   jgs `\     |     /'     
    .-.-.`\   |   /'.-.-.  
   (,(,(,`^   |   ^`,),),) 
    '-'-'-----`-----'-'-'
 "
8,35," __           __                   
(  `.       ,`  )                  
 `.__\_ _ _/__,'                   
    ;(*) (*);    - Thank you, Bear!
    ;  \ /  ;                      
     ;  o  ;                       
 ,---'.`-','---.                   
 |  |  `""'  |  |dwb
               "
10,12,"   _.---._  
  /       \ 
 /    ~~~~ \
 ! _|\/|___|
 \/   _  _/ 
  \--( )( ) 
  (C      > 
    \    _\ 
     \  /   
jjs   ||
   "
11,20,"     ___         ___
     \=3|  r=>  |E=/
       |\__||___/|  
       |\  _  _  |  
       | \(O\/O)/|  
       |  \    / |  
       |   \__/  |  
       |    ___  |  
        \   \__|  \ 
         \        / 
   jjs    \___\__/
 "
13,21,"      ,     ,        
      )\    )\       
     (  )---- )      
       /)(o^(o\      
      C   c__> )     
       '._  .-'      
      ____||_  O0o   
    n//  /__\\/u     
    O0o  //\\        
        //  \\       
        \\   \\      
       __\\   \\___  
jjs   (C__/    \__>)
"
17,39,"       ,-.                    .'\ _    
      ,'   \                 .'   (_)  
     J     '-._ /\         .'     (,_) 
    /  _  /   ,'# )_       _\_     (_) 
   /  '_Y'   /_.,'  \     (  _')     \ 
   | _ /   ,'\/  .   |    '.  __)     \
   |'.Y   / # ) --'  /  _.-'  __)    .'
_._\,'  ,'__,'      /  _\    / \   .'  
  ,'-_ /           _.-' _\  /   \.'    
 '    (_       _.-' _.-'  \/           
        \  _.-' _.-' '-.     ./        
         -'  .-'        '-.-'/         
         |   \o     _.-'####/          
         |    \o_.-' \#####/           
         |_.-#\       \###/            
         ######\       \/'             
         # #####`-.
                   "
24,18,"       _______    
  ____/___3___\__ 
 /_  //\___/_ \\_\
   )// ) --^-\ \\ 
    \\/ (O)(O)\// 
     \\    >  |/  
      \\ <__> /   
       \\  __/    
        \||/      
         ||       
        /  \      
       /____\     
        ||\\      
        || \\     
        ||  \\    
        ||  //    
        ||_//     
        / _/      
       (_//       
        ||        
        ||        
       /|\        
jjs    |\)        
       \_/
       "
35,34,"                         _        
                      ,-´ `-.     
                     /       '-.  
                    (        ,-´"" 
  ,""""-.              \     ,/     
 /     `.           __>---<       
/_       \___---"""""""",. \   \      
V ""-.__../   ),""`\ /_ \ `-._)     
         \  / \ #/ \""_/ ,/ ,J     
          \/ \.`´ ^  _,´/ /       
         (""   \`---""""  / /        
          `-.  \ ___  / /         
             `. `-.,>´ /          
               `.     /           
                 `.  (            
                   )_|            
                   |_|            
                .--´ `--.         
                 ""--.--""          
                  /|||\           
                  |||||           
                 / ||| \          
                 | ||| |          
            _.---´ ||| `---._     
           (_.---  |||  ---._)    
            (.-'  /|||\  '-.)     
             """"´`.)|||(.´`""""      
                   |||            
                   |||            
                   |T|            
                ___|T|___         
            .--´ _J T L_ `--.     
         .-´L--""´   |   `""--J`-.  
        /     __.--´ `--.__     \ 
        \_.--´             `--._/
"
13,32,"                    Exterminate!
                   /            
              ___               
      D>=G==='   '.             
            |======|            
            |======|            
        )--/]IIIIII]            
           |_______|            
           C O O O D            
          C O  O  O D           
         C  O  O  O  D          
         C__O__O__O__D          
snd     [_____________]
        "
18,34,"            (\. -- ./)            
        O-0)))--|     \           
          |____________|          
           -|--|--|--|-           
           _T~_T~_T~_T_           
          |____________|          
          |_o_|____|_o_|          
       .-~/  :  |   %  \          
.-..-~   /  :   |  %:   \         
`-'     /   :   | %  :   \        
       /   :    |#   :    \       
      /    :    |     :    \      
     /    :     |     :     \     
 . -/     :     |      :     \- . 
|\  ~-.  :      |      :   .-~  /|
\ ~-.   ~ - .  _|_  . - ~   .-~ / 
  ~-.  ~ -  . _ _ _ .  - ~  .-~   
       ~ -  . _ _ _ .  - ~
       "
18,27,"        ___                
_______(_@_)_______        
| POLICE      BOX |        
|_________________|        
 | _____ | _____ |         
 | |###| | |###| |         
 | |###| | |###| |         
 | _____ | _____ |         
 | || || | || || |         
 | ||_|| | ||_|| |         
 | _____ |$_____ |         
 | || || | || || |         
 | ||_|| | ||_|| |         
 | _____ | _____ |         
 | || || | || || |         
 | ||_|| | ||_|| |         
 |       |       |         
 *****************
        "
18,19,"        ___        
_______(_@_)_______
| POLICE      BOX |
|_________________|
 | _____ | _____ | 
 | |###| | |###| | 
 | |###| | |###| | 
 | _____ | _____ | 
 | || || | || || | 
 | ||_|| | ||_|| | 
 | _____ |$_____ | 
 | || || | || || | 
 | ||_|| | ||_|| | 
 | _____ | _____ | 
 | || || | || || | 
 | ||_|| | ||_|| | 
 |       |       | 
 *****************
"
19,38,"      _n____n__                       
     /         \---||--<              
    /___________\                     
    _|____|____|_                     
    _|____|____|_                     
     |    |    |                      
    --------------                    
    | || || || ||\                    
    | || || || || \++++++++------<    
    ===============                   
    |   |  |  |   |                   
   (| O | O| O| O |)                  
   |   |   |   |   |                  
  (| O | O | O | O |)                 
   |   |   |   |    |                 
 (| O |  O | O  | O |)                
  |   |    |    |    |                
 (| O |  O |  O |  O |)               
 ======================
              "
